sale_def,saleyymm,bed,bath,area_heated,area,dist_cbd,dist_lakes,pool,property_id,pcode
188180,200412,3,2,1851,6116,23903.85,963.83,0,187,760
299903,200201,4,3,2958,21350,13807.75,767.57,1,755,761
172935,200411,3,2,1919,9200,12860.65,203.63,0,979,762
316934,200404,4,3,2748,12584,20817.78,7738.61,0,946,763
142741,200504,2,1,894,6983,16158.89,3270.1,0,257,764
420745,200409,4,3,2764,12822,10390.12,322.34,1,259,765
104683,200105,3,2,1303,4298,17886.58,1348.92,0,552,766
289127,200012,4,3,2845,11246,17830.86,380.39,1,347,767
192628,200207,3,2,1089,8480,4455.19,475.08,1,969,768
265543,200407,4,3,2077,11476,5982.43,256.03,0,521,769
111122,200304,3,2.5,1383,8397,9736.16,1968.25,0,224,770
264051,200307,4,3,2299,7646,7363.26,73.39,0,110,771
116047,200403,3,1.5,1107,11394,7902.9,396.52,0,561,772
441951,200203,3,2.5,2535,11201,18707.01,425.25,0,183,773
328555,200307,4,5,2556,5820,15938.77,248.58,1,936,774
120573,200303,3,2,1264,11034,17670.39,3457.19,0,415,775
103310,200004,3,2,1415,6438,15845.68,3769.13,0,651,776
123191,200504,2,1,951,7499,12270,228.06,1,357,777
125075,200004,3,2,1901,5712,22861.85,190.61,0,359,778
184767,200410,4,2,1960,5473,14034.67,2530.47,0,352,779
164421,200012,3,2,1740,6444,22297.34,1657.15,0,215,780
191950,200107,4,3,2716,12534,12870.52,153.47,0,205,781
71415,200504,2,1,1433,8749,17171.19,549.39,0,410,782
319277,200402,4,3.5,3080,14070,19535.96,347.6,1,511,783
152783,200301,3,2,1651,8002,14786.98,572.8,0,22,784
168293,200012,3,2,2053,9989,18785.06,370.29,1,300,785
201026,200406,4,2,2046,10994,13337.51,150.7,1,394,786
237015,200202,5,4,3129,11384,9790.97,252.85,0,159,787
199765,200412,4,2,2016,7240,17616.48,624.09,0,262,788
155796,200304,3,2,1960,5720,12977.67,753.32,0,308,789
93986,200308,3,2,1440,2300,22035.25,669.33,0,899,790
114654,200403,3,2,1120,9226,9880.8,2384.85,0,81,791
200170,200312,4,3,2392,10127,15481.68,550.87,1,23,792
99818,200003,3,2,1480,6475,12967.8,380.31,0,94,793
181282,200310,5,3,2782,5900,21073.68,7943.57,0,757,794
384303,200504,3,3,2340,9000,12013.03,752.06,1,582,795
275514,200405,4,3,3158,13844,11786.55,4624.79,0,834,796
383768,200406,4,4,3887,15146,13460.6,370.53,0,714,797
273378,200310,4,2.5,2592,9602,17539.76,1054.97,0,763,798
292464,200407,4,3,3081,8400,23699.31,2458.59,0,189,799
249953,200504,4,2,2210,6601,21236.23,6059.5,0,546,800
138348,200410,4,3,1627,8545,7376,961.37,0,871,801
117482,200308,3,2,1245,6984,10053.43,1536.18,0,797,802
125283,200312,4,2,1634,9194,18559.34,5648.56,0,270,803
163904,200311,4,2.5,2135,5954,21699.31,824.91,0,452,804
131886,200410,4,2.5,1890,8311,11670.39,491.29,0,245,805
152975,200107,4,2.5,2487,10412,17816.34,1123.11,0,562,806
95351,200207,3,1,1071,14374,10316.1,425.74,0,377,807
116941,200008,3,2,1511,5249,21622.3,6979.93,0,558,808
87260,200401,2,1,1056,7031,8245.08,240.17,0,390,809
97660,200306,3,2,1240,9835,21071.78,422.05,0,419,810
106720,200005,3,2,1726,9875,12698.25,592.94,0,745,811
175283,200105,3,2,2183,5282,23112.18,1378.47,0,746,812
135450,200403,3,2,1341,2084,19933.95,3996.29,0,999,813
107292,200106,3,2,1385,5004,11914.46,1812.55,0,822,814
127391,200007,3,2,1557,5251,13502.98,3815.33,0,5,815
113054,200011,3,2,1488,12691,11521.9,512.17,0,30,816
124823,200207,3,2,1192,4750,14375.6,5245.29,0,235,817
129562,200305,4,2,1652,7417,16066.5,3989.77,0,621,818
187018,200208,5,3,2694,6582,21362.08,333.71,0,827,819
113739,200110,3,2,1598,5819,15356.52,749.46,0,734,820
66600,200005,3,1.5,1244,7948,7836.24,1167.59,0,20,821
271163,200401,5,2.5,3324,8107,20155.69,2645.65,0,761,822
159502,200310,3,2,1755,12068,11868.55,485.32,1,694,823
168355,200208,5,3,2254,11311,14735.67,717.52,0,704,824
254521,200204,5,3,3227,8649,11872.37,4308.45,0,550,825
150828,200010,4,2,1904,9460,17430.15,159.15,0,12,826
67894,200502,2,1,768,4320,21479.8,469.69,0,350,827
126773,200006,4,2,1934,5132,14497.39,4063.53,0,648,828
380002,200407,4,2.5,2187,12233,3525.82,210.31,0,58,829
68007,200203,3,1,851,6607,19301.52,1024.2,0,471,830
351720,200505,4,3,2506,10809,11255.51,425.8,1,551,831
147102,200109,3,2,1610,5535,21262.29,3522.45,0,481,832
73408,200103,2,1.5,1215,5667,8301.12,1596.64,0,516,833
89789,200002,2,2,1369,9205,8160.37,708.6,0,193,834
382032,200009,4,3,2944,17735,6019.83,326.17,0,784,835
169308,200005,3,2,1732,6065,18700.53,4484.03,1,926,836
129306,200404,2,2,1225,5002,6392.55,90.02,0,41,837
143968,200012,4,3,2466,13310,15005.13,203.94,0,174,838
182800,200108,4,2,2185,6100,13180.31,4649.61,0,486,839
172904,200502,3,2.5,1456,5133,18866.58,4269.13,1,314,840
128031,200107,3,2.5,1456,5227,19067.97,4182.48,0,629,841
144151,200409,3,2,1876,10036,24753.51,599.62,0,365,842
187331,200207,4,3,2786,5250,20128.64,8114.96,0,825,843
126626,200404,3,2,1180,8972,10846.47,168.73,0,804,844
235613,200412,4,3,2394,7943,23056.65,495.28,0,973,845
304640,200310,5,3,2715,22029,20062.66,97.58,1,446,846
152264,200206,3,2,2082,13360,17427.33,714.48,0,789,847
128005,200010,3,2,1559,6021,15622.65,1098.41,0,298,848
262571,200309,4,2.5,3009,8701,19241.56,1683.67,1,698,849
92632,200204,3,2,1281,6909,8860.53,437.01,0,657,850
134400,200308,3,2.5,1480,20913,14423.03,2481.4,0,553,851
286056,200412,4,2.5,3927,7200,21712.65,1355.67,0,495,852
385779,200406,4,3.5,3645,19587,19599.11,3112.43,0,952,853
1580169,200101,5,5.5,5266,23773,16104.68,151.63,1,46,854
108218,200108,4,2.5,1669,10885,11365.49,612.46,0,867,855
439611,200306,5,3,3301,12078,19228.73,2621.42,0,103,856
183006,200206,3,2,1771,11543,17054.58,103.09,1,143,857
234438,200309,5,3,3568,57591,20675.96,162.2,1,606,858
296298,200302,3,2,2940,10164,20957.98,3657.32,1,764,859
176297,200309,4,2,1811,10015,11448.92,435.73,1,294,860
86339,200403,3,2,1205,7656,9838.13,295.85,0,370,861
121583,200304,3,2,1216,5841,17459.44,5774.09,0,95,862
125657,200402,3,2,1551,7667,29303.89,3121.69,0,723,863
769748,200107,4,4,4860,22982,7595.92,87.59,1,564,864
165260,200404,3,2,1732,5869,21688.04,1525.33,0,416,865
139655,200207,3,2,1544,11164,10375.99,3439.01,1,852,866
135749,200211,4,2.5,1842,4620,21113.2,5593.16,0,122,867
187760,200310,5,3,1897,9362,6778.49,255.79,0,715,868
158334,200107,3,2,2269,10701,7694.23,766.9,0,658,869
55571,200108,2,1,792,18300,18631.95,800.84,0,527,870
171915,200404,3,2,1565,5000,13796.89,3910.12,0,494,871
254333,200311,4,2.5,2306,15124,5879.23,152.59,0,453,872
135788,200502,3,2,1457,6314,16739.16,508.99,0,307,873
115649,200201,3,2,1526,9147,17179.99,5224.65,0,162,874
363528,200402,4,3,2768,10804,22834,245.81,1,671,875
151313,200305,4,2.5,2530,9709,24268.92,954.17,0,422,876
87227,200103,3,2,1252,18752,12494.55,624.91,0,637,877
149784,200008,4,2.5,2266,6478,20485.18,4285.51,0,724,878
83744,200301,3,2,1580,8623,10222.64,238.71,0,697,879
98756,200202,3,2,1814,20505,9154.58,601.41,0,62,880
143732,200105,3,2,1809,6977,19243.97,4610.38,0,83,881
133761,200202,4,2,1874,9129,15934.22,2813.82,0,433,882
139003,200012,2,1,1217,6538,2931.84,329.4,0,182,883
194579,200407,3,2,1678,9522,3067.41,287.36,0,829,884
125376,200005,3,2,1592,10849,20436.41,531.63,1,473,885
138838,200011,3,2,1501,10724,10389.63,222.92,1,35,886
60818,200205,2,1,921,12000,7717.57,601.38,0,420,887
334497,200401,4,3,3599,18700,21034.15,369.46,1,727,888
309873,200405,4,2,2569,43595,25037.64,1347.02,1,13,889
151277,200008,4,2.5,2397,6349,21106.88,7338.28,0,632,890
135754,200406,3,2,1289,6731,16596.45,414.8,0,150,891
71852,200109,3,2,1268,4957,21434,426.16,0,781,892
235945,200106,4,2.5,2536,9611,12062.41,710.49,1,136,893
114845,200005,3,2,1675,9000,13271.38,399.13,0,2,894
215647,200005,4,3,2871,16735,7605.03,202.08,0,905,895
155656,200208,4,2,1838,5289,10557.58,181.19,0,220,896
